# source: EI-2023
# description: Based on {{source}}.
variable,year,region,unit,value
Primary Energy|Coal,2020,BLZ,EJ/yr,0.0003
Primary Energy|Coal,2020,BMU,EJ/yr,0.0
Primary Energy|Coal,2020,BOL,EJ/yr,0.015
Primary Energy|Coal,2020,BRA,EJ/yr,0.5873
Primary Energy|Coal,2020,BRB,EJ/yr,0.0004
Primary Energy|Coal,2020,BRN,EJ/yr,0.0439
Primary Energy|Coal,2020,BTN,EJ/yr,0.0045
Primary Energy|Coal,2020,BVT,EJ/yr,0.0
Primary Energy|Coal,2020,BWA,EJ/yr,0.002
Primary Energy|Coal,2020,CAF,EJ/yr,0.0012
Primary Energy|Coal,2020,CAN,EJ/yr,0.5262
Primary Energy|Coal,2020,CCK,EJ/yr,0.0
Primary Energy|Coal,2020,CHE,EJ/yr,0.0037
Primary Energy|Coal,2020,CHL,EJ/yr,0.2633
Primary Energy|Coal,2020,CHN,EJ/yr,84.2492
Primary Energy|Coal,2020,CIV,EJ/yr,0.0085
Primary Energy|Coal,2020,CMR,EJ/yr,0.0062
Primary Energy|Coal,2020,COD,EJ/yr,0.022
Primary Energy|Coal,2020,COG,EJ/yr,0.0019
Primary Energy|Coal,2020,COK,EJ/yr,0.0001
Primary Energy|Coal,2020,COL,EJ/yr,0.1709
Primary Energy|Coal,2020,COM,EJ/yr,0.0002
Primary Energy|Coal,2020,CPV,EJ/yr,0.0002
Primary Energy|Coal,2020,CRI,EJ/yr,0.01
Primary Energy|Coal,2020,CUB,EJ/yr,0.0211
Primary Energy|Coal,2020,CUW,EJ/yr,0.0
Primary Energy|Coal,2020,CXR,EJ/yr,0.0
Primary Energy|Coal,2020,CYM,EJ/yr,0.0002
Primary Energy|Coal,2020,CYP,EJ/yr,0.0006
Primary Energy|Coal,2020,CZE,EJ/yr,0.5236
Primary Energy|Coal,2020,DEU,EJ/yr,1.8535
Primary Energy|Coal,2020,DJI,EJ/yr,0.0003
Primary Energy|Coal,2020,DMA,EJ/yr,0.0001
Primary Energy|Coal,2020,DNK,EJ/yr,0.0335
Primary Energy|Coal,2020,DOM,EJ/yr,0.0155
Primary Energy|Coal,2020,DZA,EJ/yr,0.0055
Primary Energy|Coal,2020,ECU,EJ/yr,0.001
Primary Energy|Coal,2020,EGY,EJ/yr,0.0314
Primary Energy|Coal,2020,ERI,EJ/yr,0.0007
Primary Energy|Coal,2020,ESH,EJ/yr,0.0
Primary Energy|Coal,2020,ESP,EJ/yr,0.1238
Primary Energy|Coal,2020,EST,EJ/yr,0.1048
Primary Energy|Coal,2020,ETH,EJ/yr,0.0303
Primary Energy|Coal,2020,FIN,EJ/yr,0.1131
Primary Energy|Coal,2020,FJI,EJ/yr,0.0058
Primary Energy|Coal,2020,FLK,EJ/yr,0.0
Primary Energy|Coal,2020,FRA,EJ/yr,0.2015
Primary Energy|Coal,2020,FRO,EJ/yr,0.0
Primary Energy|Coal,2020,FSM,EJ/yr,0.0
Primary Energy|Coal,2020,GAB,EJ/yr,0.0037
Primary Energy|Coal,2020,GBR,EJ/yr,0.226
Primary Energy|Coal,2020,GEO,EJ/yr,0.0835
Primary Energy|Coal,2020,GGY,EJ/yr,0.0
Primary Energy|Coal,2020,GHA,EJ/yr,0.0072
Primary Energy|Coal,2020,GIB,EJ/yr,0.0697
Primary Energy|Coal,2020,GIN,EJ/yr,0.0031
Primary Energy|Coal,2020,GLP,EJ/yr,0.0008
Primary Energy|Coal,2020,GMB,EJ/yr,0.0006
Primary Energy|Coal,2020,GNB,EJ/yr,0.0004
Primary Energy|Coal,2020,GNQ,EJ/yr,0.0012
Primary Energy|Coal,2020,GRC,EJ/yr,0.0767
Primary Energy|Coal,2020,GRD,EJ/yr,0.0001
Primary Energy|Coal,2020,GRL,EJ/yr,0.0
Primary Energy|Coal,2020,GTM,EJ/yr,0.0237
Primary Energy|Coal,2020,GUF,EJ/yr,0.0004
Primary Energy|Coal,2020,GUM,EJ/yr,0.0
Primary Energy|Coal,2020,GUY,EJ/yr,0.0016
Primary Energy|Coal,2020,HKG,EJ/yr,0.1376
Primary Energy|Coal,2020,HMD,EJ/yr,0.0
Primary Energy|Coal,2020,HND,EJ/yr,0.0106
Primary Energy|Coal,2020,HRV,EJ/yr,0.0151
Primary Energy|Coal,2020,HTI,EJ/yr,0.0099
Primary Energy|Coal,2020,HUN,EJ/yr,0.0705
Primary Energy|Coal,2020,IDN,EJ/yr,2.7554
Primary Energy|Coal,2020,IMN,EJ/yr,0.0
Primary Energy|Coal,2020,IND,EJ/yr,16.9728
Primary Energy|Coal,2020,IOT,EJ/yr,0.0
Primary Energy|Coal,2020,IRL,EJ/yr,0.0362
Primary Energy|Coal,2020,IRN,EJ/yr,0.0771
Primary Energy|Coal,2020,IRQ,EJ/yr,0.0
Primary Energy|Coal,2020,ISL,EJ/yr,0.0035
Primary Energy|Coal,2020,ISR,EJ/yr,0.1817
Primary Energy|Coal,2020,ITA,EJ/yr,0.2133
Primary Energy|Coal,2020,JAM,EJ/yr,0.0055
Primary Energy|Coal,2020,JEY,EJ/yr,0.0
Primary Energy|Coal,2020,JOR,EJ/yr,0.0026
Primary Energy|Coal,2020,JPN,EJ/yr,4.5747
Primary Energy|Coal,2020,KAZ,EJ/yr,1.3654
Primary Energy|Coal,2020,KEN,EJ/yr,0.018
Primary Energy|Coal,2020,KGZ,EJ/yr,0.0259
Primary Energy|Coal,2020,KHM,EJ/yr,0.0873
Primary Energy|Coal,2020,KIR,EJ/yr,0.0005
Primary Energy|Coal,2020,KNA,EJ/yr,0.0001
Primary Energy|Coal,2020,KOR,EJ/yr,3.0246
Primary Energy|Coal,2020,KWT,EJ/yr,0.002
Primary Energy|Coal,2020,LAO,EJ/yr,0.0629
Primary Energy|Coal,2020,LBN,EJ/yr,0.0025
Primary Energy|Coal,2020,LBR,EJ/yr,0.0011
Primary Energy|Coal,2020,LBY,EJ/yr,0.014
Primary Energy|Coal,2020,LCA,EJ/yr,0.0002
Primary Energy|Coal,2020,LIE,EJ/yr,0.0
Primary Energy|Coal,2020,LKA,EJ/yr,0.0705
Primary Energy|Coal,2020,LSO,EJ/yr,0.0006
Primary Energy|Coal,2020,LTU,EJ/yr,0.0065
Primary Energy|Coal,2020,LUX,EJ/yr,0.0016
Primary Energy|Coal,2020,LVA,EJ/yr,0.001
Primary Energy|Coal,2020,MAC,EJ/yr,0.0207
Primary Energy|Coal,2020,MAF,EJ/yr,0.0
Primary Energy|Coal,2020,MAR,EJ/yr,0.2874
Primary Energy|Coal,2020,MCO,EJ/yr,0.0
Primary Energy|Coal,2020,MDA,EJ/yr,0.0236
Primary Energy|Coal,2020,MDG,EJ/yr,0.0053
Primary Energy|Coal,2020,MDV,EJ/yr,0.0029
Primary Energy|Coal,2020,MEX,EJ/yr,0.2394
Primary Energy|Coal,2020,MHL,EJ/yr,0.0
Primary Energy|Coal,2020,MKD,EJ/yr,0.0317
Primary Energy|Coal,2020,MLI,EJ/yr,0.0046
Primary Energy|Coal,2020,MLT,EJ/yr,0.0389
Primary Energy|Coal,2020,MMR,EJ/yr,0.2595
Primary Energy|Coal,2020,MNE,EJ/yr,0.0176
Primary Energy|Coal,2020,MNG,EJ/yr,0.0782
Primary Energy|Coal,2020,MNP,EJ/yr,0.0
Primary Energy|Coal,2020,MOZ,EJ/yr,0.0077
Primary Energy|Coal,2020,MRT,EJ/yr,0.0012
Primary Energy|Coal,2020,MSR,EJ/yr,0.0
Primary Energy|Coal,2020,MTQ,EJ/yr,0.0007
Primary Energy|Coal,2020,MUS,EJ/yr,0.0014
Primary Energy|Coal,2020,MWI,EJ/yr,0.0041
Primary Energy|Coal,2020,MYS,EJ/yr,1.0371
Primary Energy|Coal,2020,MYT,EJ/yr,0.0
Primary Energy|Coal,2020,NAM,EJ/yr,0.0011
Primary Energy|Coal,2020,NCL,EJ/yr,0.0
Primary Energy|Coal,2020,NER,EJ/yr,0.002
Primary Energy|Coal,2020,NFK,EJ/yr,0.0
Primary Energy|Coal,2020,NGA,EJ/yr,0.0435
Primary Energy|Coal,2020,NIC,EJ/yr,0.007
Primary Energy|Coal,2020,NIU,EJ/yr,0.0
Primary Energy|Coal,2020,NLD,EJ/yr,0.172
Primary Energy|Coal,2020,NOR,EJ/yr,0.0323
Primary Energy|Coal,2020,NPL,EJ/yr,0.1786
Primary Energy|Coal,2020,NRU,EJ/yr,0.0
Primary Energy|Coal,2020,NZL,EJ/yr,0.0567
Primary Energy|Coal,2020,OMN,EJ/yr,0.004
Primary Energy|Coal,2020,PAK,EJ/yr,0.6543
Primary Energy|Coal,2020,PAN,EJ/yr,0.0147
Primary Energy|Coal,2020,PCN,EJ/yr,0.0
Primary Energy|Coal,2020,PER,EJ/yr,0.0214
Primary Energy|Coal,2020,PHL,EJ/yr,0.7346
Primary Energy|Coal,2020,PLW,EJ/yr,0.0001
Primary Energy|Coal,2020,PNG,EJ/yr,0.0355
Primary Energy|Coal,2020,POL,EJ/yr,1.7223
Primary Energy|Coal,2020,PRI,EJ/yr,0.0083
Primary Energy|Coal,2020,PRK,EJ/yr,0.1833
Primary Energy|Coal,2020,PRT,EJ/yr,0.0237
Primary Energy|Coal,2020,PRY,EJ/yr,0.0174
Primary Energy|Coal,2020,PSE,EJ/yr,0.0
Primary Energy|Coal,2020,PYF,EJ/yr,0.0
Primary Energy|Coal,2020,QAT,EJ/yr,0.0003
Primary Energy|Coal,2020,REU,EJ/yr,0.0
Primary Energy|Coal,2020,ROU,EJ/yr,0.1502
Primary Energy|Coal,2020,RUS,EJ/yr,3.2912
Primary Energy|Coal,2020,RWA,EJ/yr,0.003
Primary Energy|Coal,2020,SAU,EJ/yr,0.0037
Primary Energy|Coal,2020,SDN,EJ/yr,0.0131
Primary Energy|Coal,2020,SEN,EJ/yr,0.0031
Primary Energy|Coal,2020,SGP,EJ/yr,0.0181
Primary Energy|Coal,2020,SGS,EJ/yr,0.0
Primary Energy|Coal,2020,SHN,EJ/yr,0.0
Primary Energy|Coal,2020,SJM,EJ/yr,0.0
Primary Energy|Coal,2020,SLB,EJ/yr,0.0024
Primary Energy|Coal,2020,SLE,EJ/yr,0.0018
Primary Energy|Coal,2020,SLV,EJ/yr,0.0079
Primary Energy|Coal,2020,SMR,EJ/yr,0.0
Primary Energy|Coal,2020,SOM,EJ/yr,0.0033
Primary Energy|Coal,2020,SPM,EJ/yr,0.0
Primary Energy|Coal,2020,SRB,EJ/yr,0.2149
Primary Energy|Coal,2020,SSD,EJ/yr,0.0
Primary Energy|Coal,2020,STP,EJ/yr,0.0001
Primary Energy|Coal,2020,SUR,EJ/yr,0.0018
Primary Energy|Coal,2020,SVK,EJ/yr,0.097
Primary Energy|Coal,2020,SVN,EJ/yr,0.0423
Primary Energy|Coal,2020,SWE,EJ/yr,0.067
Primary Energy|Coal,2020,SWZ,EJ/yr,0.0008
Primary Energy|Coal,2020,SXM,EJ/yr,0.0
Primary Energy|Coal,2020,SYC,EJ/yr,0.0001
Primary Energy|Coal,2020,SYR,EJ/yr,0.0038
Primary Energy|Coal,2020,TCA,EJ/yr,0.0001
Primary Energy|Coal,2020,TCD,EJ/yr,0.0035
Primary Energy|Coal,2020,TGO,EJ/yr,0.0025
Primary Energy|Coal,2020,THA,EJ/yr,0.7639
Primary Energy|Coal,2020,TJK,EJ/yr,0.0177
Primary Energy|Coal,2020,TKL,EJ/yr,0.0
Primary Energy|Coal,2020,TKM,EJ/yr,0.0
Primary Energy|Coal,2020,TLS,EJ/yr,0.0052
Primary Energy|Coal,2020,TON,EJ/yr,0.0006
Primary Energy|Coal,2020,TTO,EJ/yr,0.0
Primary Energy|Coal,2020,TUN,EJ/yr,0.0078
Primary Energy|Coal,2020,TUR,EJ/yr,1.7005
Primary Energy|Coal,2020,TUV,EJ/yr,0.0
Primary Energy|Coal,2020,TWN,EJ/yr,1.5618
Primary Energy|Coal,2020,TZA,EJ/yr,0.0157
Primary Energy|Coal,2020,UGA,EJ/yr,0.0127
Primary Energy|Coal,2020,UKR,EJ/yr,0.9566
Primary Energy|Coal,2020,UMI,EJ/yr,0.0
Primary Energy|Coal,2020,URY,EJ/yr,0.0096
Primary Energy|Coal,2020,USA,EJ/yr,9.2023
Primary Energy|Coal,2020,UZB,EJ/yr,0.1032
Primary Energy|Coal,2020,VAT,EJ/yr,0.0
Primary Energy|Coal,2020,VCT,EJ/yr,0.0001
Primary Energy|Coal,2020,VEN,EJ/yr,0.0022
Primary Energy|Coal,2020,VGB,EJ/yr,0.0001
Primary Energy|Coal,2020,VIR,EJ/yr,0.0
Primary Energy|Coal,2020,VNM,EJ/yr,2.1951
Primary Energy|Coal,2020,VUT,EJ/yr,0.0011
Primary Energy|Coal,2020,WLF,EJ/yr,0.0
Primary Energy|Coal,2020,WSM,EJ/yr,0.001
Primary Energy|Coal,2020,World,EJ/yr,152.2681
Primary Energy|Coal,2020,YEM,EJ/yr,0.1258
Primary Energy|Coal,2020,ZAF,EJ/yr,3.6817
Primary Energy|Coal,2020,ZMB,EJ/yr,0.0087
Primary Energy|Coal,2020,ZWE,EJ/yr,0.0048
Primary Energy|Gas,2010,ABW,EJ/yr,0.0002
Primary Energy|Gas,2010,AFG,EJ/yr,0.024
Primary Energy|Gas,2010,AGO,EJ/yr,0.0332
Primary Energy|Gas,2010,AIA,EJ/yr,0.0
Primary Energy|Gas,2010,ALA,EJ/yr,0.0
Primary Energy|Gas,2010,ALB,EJ/yr,0.0081
Primary Energy|Gas,2010,AND,EJ/yr,0.0
Primary Energy|Gas,2010,ARE,EJ/yr,2.1338
Primary Energy|Gas,2010,ARG,EJ/yr,1.5151
Primary Energy|Gas,2010,ARM,EJ/yr,0.0451
Primary Energy|Gas,2010,ASM,EJ/yr,0.0
Primary Energy|Gas,2010,ATA,EJ/yr,0.0
Primary Energy|Gas,2010,ATF,EJ/yr,0.0
Primary Energy|Gas,2010,ATG,EJ/yr,0.0001
Primary Energy|Gas,2010,AUS,EJ/yr,1.1414
Primary Energy|Gas,2010,AUT,EJ/yr,0.3461
Primary Energy|Gas,2010,AZE,EJ/yr,0.2937
Primary Energy|Gas,2010,BDI,EJ/yr,0.0074
Primary Energy|Gas,2010,BEL,EJ/yr,0.6985
Primary Energy|Gas,2010,BEN,EJ/yr,0.0094
Primary Energy|Gas,2010,BES,EJ/yr,0.0
Primary Energy|Gas,2010,BFA,EJ/yr,0.0136
Primary Energy|Gas,2010,BGD,EJ/yr,0.6931
Primary Energy|Gas,2010,BGR,EJ/yr,0.0962
Primary Energy|Gas,2010,BHR,EJ/yr,0.3157
Primary Energy|Gas,2010,BHS,EJ/yr,0.0007
Primary Energy|Gas,2010,BIH,EJ/yr,0.0273
Primary Energy|Gas,2010,BLM,EJ/yr,0.0
Primary Energy|Gas,2010,BLR,EJ/yr,0.7462
Primary Energy|Gas,2010,BLZ,EJ/yr,0.0003
Primary Energy|Gas,2010,BMU,EJ/yr,0.0
Primary Energy|Gas,2010,BOL,EJ/yr,0.0149
Primary Energy|Gas,2010,BRA,EJ/yr,0.9928
Primary Energy|Gas,2010,BRB,EJ/yr,0.0004
Primary Energy|Gas,2010,BRN,EJ/yr,0.0084
Primary Energy|Gas,2010,BTN,EJ/yr,0.0009
Primary Energy|Gas,2010,BVT,EJ/yr,0.0
Primary Energy|Gas,2010,BWA,EJ/yr,0.006
Primary Energy|Gas,2010,CAF,EJ/yr,0.0037
Primary Energy|Gas,2010,CAN,EJ/yr,3.2966
Primary Energy|Gas,2010,CCK,EJ/yr,0.0
Primary Energy|Gas,2010,CHE,EJ/yr,0.126
Primary Energy|Gas,2010,CHL,EJ/yr,0.2066
Primary Energy|Gas,2010,CHN,EJ/yr,3.9195
Primary Energy|Gas,2010,CIV,EJ/yr,0.0253
Primary Energy|Gas,2010,CMR,EJ/yr,0.0185
Primary Energy|Gas,2010,COD,EJ/yr,0.0656
Primary Energy|Gas,2010,COG,EJ/yr,0.0057
Primary Energy|Gas,2010,COK,EJ/yr,0.0
Primary Energy|Gas,2010,COL,EJ/yr,0.3148
Primary Energy|Gas,2010,COM,EJ/yr,0.0006
Primary Energy|Gas,2010,CPV,EJ/yr,0.0006
Primary Energy|Gas,2010,CRI,EJ/yr,0.0099
Primary Energy|Gas,2010,CUB,EJ/yr,0.021
Primary Energy|Gas,2010,CUW,EJ/yr,0.0
Primary Energy|Gas,2010,CXR,EJ/yr,0.0
Primary Energy|Gas,2010,CYM,EJ/yr,0.0002
Primary Energy|Gas,2010,CYP,EJ/yr,0.0
Primary Energy|Gas,2010,CZE,EJ/yr,0.3379
Primary Energy|Gas,2010,DEU,EJ/yr,3.1706
Primary Energy|Gas,2010,DJI,EJ/yr,0.0009
Primary Energy|Gas,2010,DMA,EJ/yr,0.0001
Primary Energy|Gas,2010,DNK,EJ/yr,0.1866
Primary Energy|Gas,2010,DOM,EJ/yr,0.0154
Primary Energy|Gas,2010,DZA,EJ/yr,0.9118
Primary Energy|Gas,2010,ECU,EJ/yr,0.0223
Primary Energy|Gas,2010,EGY,EJ/yr,1.5631
Primary Energy|Gas,2010,ERI,EJ/yr,0.002
Primary Energy|Gas,2010,ESH,EJ/yr,0.0
Primary Energy|Gas,2010,ESP,EJ/yr,1.3031
Primary Energy|Gas,2010,EST,EJ/yr,0.0236
Primary Energy|Gas,2010,ETH,EJ/yr,0.0902
Primary Energy|Gas,2010,FIN,EJ/yr,0.1487
Primary Energy|Gas,2010,FJI,EJ/yr,0.0011
Primary Energy|Gas,2010,FLK,EJ/yr,0.0
Primary Energy|Gas,2010,FRA,EJ/yr,1.7843
Primary Energy|Gas,2010,FRO,EJ/yr,0.0
Primary Energy|Gas,2010,FSM,EJ/yr,0.0
Primary Energy|Gas,2010,GAB,EJ/yr,0.011
Primary Energy|Gas,2010,GBR,EJ/yr,3.5457
Primary Energy|Gas,2010,GEO,EJ/yr,0.0182
Primary Energy|Gas,2010,GGY,EJ/yr,0.0
Primary Energy|Gas,2010,GHA,EJ/yr,0.0215
Primary Energy|Gas,2010,GIB,EJ/yr,0.0152
Primary Energy|Gas,2010,GIN,EJ/yr,0.0092
Primary Energy|Gas,2010,GLP,EJ/yr,0.0008
Primary Energy|Gas,2010,GMB,EJ/yr,0.0017
Primary Energy|Gas,2010,GNB,EJ/yr,0.0013
Primary Energy|Gas,2010,GNQ,EJ/yr,0.0036
Primary Energy|Gas,2010,GRC,EJ/yr,0.1492
Primary Energy|Gas,2010,GRD,EJ/yr,0.0001
Primary Energy|Gas,2010,GRL,EJ/yr,0.0
Primary Energy|Gas,2010,GTM,EJ/yr,0.0235
Primary Energy|Gas,2010,GUF,EJ/yr,0.0004
Primary Energy|Gas,2010,GUM,EJ/yr,0.0
Primary Energy|Gas,2010,GUY,EJ/yr,0.0016
Primary Energy|Gas,2010,HKG,EJ/yr,0.1294
Primary Energy|Gas,2010,HMD,EJ/yr,0.0
Primary Energy|Gas,2010,HND,EJ/yr,0.0105
Primary Energy|Gas,2010,HRV,EJ/yr,0.1102
Primary Energy|Gas,2010,HTI,EJ/yr,0.0098
Primary Energy|Gas,2010,HUN,EJ/yr,0.411
Primary Energy|Gas,2010,IDN,EJ/yr,1.5857
Primary Energy|Gas,2010,IMN,EJ/yr,0.0
Primary Energy|Gas,2010,IND,EJ/yr,2.1226
Primary Energy|Gas,2010,IOT,EJ/yr,0.0
Primary Energy|Gas,2010,IRL,EJ/yr,0.1968
Primary Energy|Gas,2010,IRN,EJ/yr,5.198
Primary Energy|Gas,2010,IRQ,EJ/yr,0.2569
Primary Energy|Gas,2010,ISL,EJ/yr,0.0
Primary Energy|Gas,2010,ISR,EJ/yr,0.1825
Primary Energy|Gas,2010,ITA,EJ/yr,2.8494
Primary Energy|Gas,2010,JAM,EJ/yr,0.0054
Primary Energy|Gas,2010,JEY,EJ/yr,0.0
Primary Energy|Gas,2010,JOR,EJ/yr,0.1787
Primary Energy|Gas,2010,JPN,EJ/yr,3.5977
Primary Energy|Gas,2010,KAZ,EJ/yr,0.3152
Primary Energy|Gas,2010,KEN,EJ/yr,0.0535
Primary Energy|Gas,2010,KGZ,EJ/yr,0.054
Primary Energy|Gas,2010,KHM,EJ/yr,0.0166
Primary Energy|Gas,2010,KIR,EJ/yr,0.0001
Primary Energy|Gas,2010,KNA,EJ/yr,0.0001
Primary Energy|Gas,2010,KOR,EJ/yr,1.6206
Primary Energy|Gas,2010,KWT,EJ/yr,0.5031
Primary Energy|Gas,2010,LAO,EJ/yr,0.012
Primary Energy|Gas,2010,LBN,EJ/yr,0.1702
Primary Energy|Gas,2010,LBR,EJ/yr,0.0033
Primary Energy|Gas,2010,LBY,EJ/yr,0.0416
Primary Energy|Gas,2010,LCA,EJ/yr,0.0002
Primary Energy|Gas,2010,LIE,EJ/yr,0.0
Primary Energy|Gas,2010,LKA,EJ/yr,0.0
Primary Energy|Gas,2010,LSO,EJ/yr,0.0018
Primary Energy|Gas,2010,LTU,EJ/yr,0.1043
Primary Energy|Gas,2010,LUX,EJ/yr,0.0501
Primary Energy|Gas,2010,LVA,EJ/yr,0.062
Primary Energy|Gas,2010,MAC,EJ/yr,0.0039
Primary Energy|Gas,2010,MAF,EJ/yr,0.0
Primary Energy|Gas,2010,MAR,EJ/yr,0.0266
Primary Energy|Gas,2010,MCO,EJ/yr,0.0
Primary Energy|Gas,2010,MDA,EJ/yr,0.0493
Primary Energy|Gas,2010,MDG,EJ/yr,0.0159
Primary Energy|Gas,2010,MDV,EJ/yr,0.0006
Primary Energy|Gas,2010,MEX,EJ/yr,2.3776
Primary Energy|Gas,2010,MHL,EJ/yr,0.0
Primary Energy|Gas,2010,MKD,EJ/yr,0.004
Primary Energy|Gas,2010,MLI,EJ/yr,0.0137
Primary Energy|Gas,2010,MLT,EJ/yr,0.0085
Primary Energy|Gas,2010,MMR,EJ/yr,0.0495
Primary Energy|Gas,2010,MNE,EJ/yr,0.0038
Primary Energy|Gas,2010,MNG,EJ/yr,0.0149
Primary Energy|Gas,2010,MNP,EJ/yr,0.0
Primary Energy|Gas,2010,MOZ,EJ/yr,0.0228
Primary Energy|Gas,2010,MRT,EJ/yr,0.0035
Primary Energy|Gas,2010,MSR,EJ/yr,0.0
Primary Energy|Gas,2010,MTQ,EJ/yr,0.0007
Primary Energy|Gas,2010,MUS,EJ/yr,0.0041
Primary Energy|Gas,2010,MWI,EJ/yr,0.0122
Primary Energy|Gas,2010,MYS,EJ/yr,1.3688
Primary Energy|Gas,2010,MYT,EJ/yr,0.0
Primary Energy|Gas,2010,NAM,EJ/yr,0.0031
Primary Energy|Gas,2010,NCL,EJ/yr,0.0
Primary Energy|Gas,2010,NER,EJ/yr,0.006
Primary Energy|Gas,2010,NFK,EJ/yr,0.0
Primary Energy|Gas,2010,NGA,EJ/yr,0.1297
Primary Energy|Gas,2010,NIC,EJ/yr,0.0069
Primary Energy|Gas,2010,NIU,EJ/yr,0.0
Primary Energy|Gas,2010,NLD,EJ/yr,1.6833
Primary Energy|Gas,2010,NOR,EJ/yr,0.1496
Primary Energy|Gas,2010,NPL,EJ/yr,0.034
Primary Energy|Gas,2010,NRU,EJ/yr,0.0
Primary Energy|Gas,2010,NZL,EJ/yr,0.1575
Primary Energy|Gas,2010,OMN,EJ/yr,0.5897
Primary Energy|Gas,2010,PAK,EJ/yr,1.2725
Primary Energy|Gas,2010,PAN,EJ/yr,0.0146
Primary Energy|Gas,2010,PCN,EJ/yr,0.0
Primary Energy|Gas,2010,PER,EJ/yr,0.1953
Primary Energy|Gas,2010,PHL,EJ/yr,0.1269
Primary Energy|Gas,2010,PLW,EJ/yr,0.0
Primary Energy|Gas,2010,PNG,EJ/yr,0.0068
Primary Energy|Gas,2010,POL,EJ/yr,0.5844
Primary Energy|Gas,2010,PRI,EJ/yr,0.0083
Primary Energy|Gas,2010,PRK,EJ/yr,0.0349
Primary Energy|Gas,2010,PRT,EJ/yr,0.1868
Primary Energy|Gas,2010,PRY,EJ/yr,0.0173
Primary Energy|Gas,2010,PSE,EJ/yr,0.0
Primary Energy|Gas,2010,PYF,EJ/yr,0.0
Primary Energy|Gas,2010,QAT,EJ/yr,0.9146
Primary Energy|Gas,2010,REU,EJ/yr,0.0
Primary Energy|Gas,2010,ROU,EJ/yr,0.4517
Primary Energy|Gas,2010,RUS,EJ/yr,15.2611
Primary Energy|Gas,2010,RWA,EJ/yr,0.009
Primary Energy|Gas,2010,SAU,EJ/yr,2.998
Primary Energy|Gas,2010,SDN,EJ/yr,0.0391
Primary Energy|Gas,2010,SEN,EJ/yr,0.0094
Primary Energy|Gas,2010,SGP,EJ/yr,0.3001
Primary Energy|Gas,2010,SGS,EJ/yr,0.0
Primary Energy|Gas,2010,SHN,EJ/yr,0.0
Primary Energy|Gas,2010,SJM,EJ/yr,0.0
Primary Energy|Gas,2010,SLB,EJ/yr,0.0004
Primary Energy|Gas,2010,SLE,EJ/yr,0.0054
Primary Energy|Gas,2010,SLV,EJ/yr,0.0078
Primary Energy|Gas,2010,SMR,EJ/yr,0.0
Primary Energy|Gas,2010,SOM,EJ/yr,0.0098
Primary Energy|Gas,2010,SPM,EJ/yr,0.0
Primary Energy|Gas,2010,SRB,EJ/yr,0.0468
Primary Energy|Gas,2010,SSD,EJ/yr,0.0
Primary Energy|Gas,2010,STP,EJ/yr,0.0002
Primary Energy|Gas,2010,SUR,EJ/yr,0.0018
Primary Energy|Gas,2010,SVK,EJ/yr,0.2096
Primary Energy|Gas,2010,SVN,EJ/yr,0.0361
Primary Energy|Gas,2010,SWE,EJ/yr,0.0557
Primary Energy|Gas,2010,SWZ,EJ/yr,0.0023
Primary Energy|Gas,2010,SXM,EJ/yr,0.0
Primary Energy|Gas,2010,SYC,EJ/yr,0.0002
Primary Energy|Gas,2010,SYR,EJ/yr,0.2551
Primary Energy|Gas,2010,TCA,EJ/yr,0.0001
Primary Energy|Gas,2010,TCD,EJ/yr,0.0105
Primary Energy|Gas,2010,TGO,EJ/yr,0.0076
Primary Energy|Gas,2010,THA,EJ/yr,1.5554
Primary Energy|Gas,2010,TJK,EJ/yr,0.037
Primary Energy|Gas,2010,TKL,EJ/yr,0.0
Primary Energy|Gas,2010,TKM,EJ/yr,0.6578
Primary Energy|Gas,2010,TLS,EJ/yr,0.001
Primary Energy|Gas,2010,TON,EJ/yr,0.0001
Primary Energy|Gas,2010,TTO,EJ/yr,0.7466
Primary Energy|Gas,2010,TUN,EJ/yr,0.0231
Primary Energy|Gas,2010,TUR,EJ/yr,1.2896
Primary Energy|Gas,2010,TUV,EJ/yr,0.0
Primary Energy|Gas,2010,TWN,EJ/yr,0.5573
Primary Energy|Gas,2010,TZA,EJ/yr,0.0467
Primary Energy|Gas,2010,UGA,EJ/yr,0.0378
Primary Energy|Gas,2010,UKR,EJ/yr,1.9642
Primary Energy|Gas,2010,UMI,EJ/yr,0.0
Primary Energy|Gas,2010,URY,EJ/yr,0.0095
Primary Energy|Gas,2010,USA,EJ/yr,23.335
Primary Energy|Gas,2010,UZB,EJ/yr,1.5856
Primary Energy|Gas,2010,VAT,EJ/yr,0.0
Primary Energy|Gas,2010,VCT,EJ/yr,0.0001
Primary Energy|Gas,2010,VEN,EJ/yr,1.1256
Primary Energy|Gas,2010,VGB,EJ/yr,0.0001
Primary Energy|Gas,2010,VIR,EJ/yr,0.0
Primary Energy|Gas,2010,VNM,EJ/yr,0.3266
Primary Energy|Gas,2010,VUT,EJ/yr,0.0002
Primary Energy|Gas,2010,WLF,EJ/yr,0.0
Primary Energy|Gas,2010,WSM,EJ/yr,0.0002
Primary Energy|Gas,2010,World,EJ/yr,113.7378
Primary Energy|Gas,2010,YEM,EJ/yr,0.024
Primary Energy|Gas,2010,ZAF,EJ/yr,0.1484
Primary Energy|Gas,2010,ZMB,EJ/yr,0.0258
