# source: IEA-HSMR-2021
# description: Custom projections based on {{source}} with details documented in the description of the `Feasibility Concern|Hydropower Capacity` criterion.
variable,year,region,unit,value
Capacity|Electricity|Hydro,2030,MAF,GW,0.0
Capacity|Electricity|Hydro,2030,MAR,GW,0.78
Capacity|Electricity|Hydro,2030,MCO,GW,0.0
Capacity|Electricity|Hydro,2030,MDA,GW,0.0
Capacity|Electricity|Hydro,2030,MDG,GW,0.0
Capacity|Electricity|Hydro,2030,MDV,GW,0.0
Capacity|Electricity|Hydro,2030,MEX,GW,7.62
Capacity|Electricity|Hydro,2030,MHL,GW,0.0
Capacity|Electricity|Hydro,2030,MKD,GW,0.0
Capacity|Electricity|Hydro,2030,MLI,GW,0.0
Capacity|Electricity|Hydro,2030,MLT,GW,0.0
Capacity|Electricity|Hydro,2030,MMR,GW,1.92
Capacity|Electricity|Hydro,2030,MNE,GW,0.42
Capacity|Electricity|Hydro,2030,MNG,GW,0.0
Capacity|Electricity|Hydro,2030,MNP,GW,0.0
Capacity|Electricity|Hydro,2030,MOZ,GW,1.32
Capacity|Electricity|Hydro,2030,MRT,GW,0.0
Capacity|Electricity|Hydro,2030,MSR,GW,0.0
Capacity|Electricity|Hydro,2030,MTQ,GW,0.0
Capacity|Electricity|Hydro,2030,MUS,GW,0.0
Capacity|Electricity|Hydro,2030,MWI,GW,0.0
Capacity|Electricity|Hydro,2030,MYS,GW,3.96
Capacity|Electricity|Hydro,2030,MYT,GW,0.0
Capacity|Electricity|Hydro,2030,NAM,GW,0.0
Capacity|Electricity|Hydro,2030,NCL,GW,0.0
Capacity|Electricity|Hydro,2030,NER,GW,0.0
Capacity|Electricity|Hydro,2030,NFK,GW,0.0
Capacity|Electricity|Hydro,2030,NGA,GW,1.08
Capacity|Electricity|Hydro,2030,NIC,GW,0.0
Capacity|Electricity|Hydro,2030,NIU,GW,0.0
Capacity|Electricity|Hydro,2030,NLD,GW,0.024
Capacity|Electricity|Hydro,2030,NOR,GW,19.14
Capacity|Electricity|Hydro,2030,NPL,GW,0.78
Capacity|Electricity|Hydro,2030,NRU,GW,0.0
Capacity|Electricity|Hydro,2030,NZL,GW,0.0
Capacity|Electricity|Hydro,2030,OMN,GW,0.0
Capacity|Electricity|Hydro,2030,PAK,GW,5.94
Capacity|Electricity|Hydro,2030,PAN,GW,1.02
Capacity|Electricity|Hydro,2030,PCN,GW,0.0
