# source: EI-2023
# description: Data from {{source}} linearly extrapolated to 2025.
variable,year,region,unit,value
Primary Energy|Gas,2025,ROU,EJ/yr,0.28209999999999996
Primary Energy|Gas,2025,RUS,EJ/yr,16.679
Primary Energy|Gas,2025,RWA,EJ/yr,0.0216
Primary Energy|Gas,2025,SAU,EJ/yr,3.9195
Primary Energy|Gas,2025,SDN,EJ/yr,0.0944
Primary Energy|Gas,2025,SEN,EJ/yr,0.0226
Primary Energy|Gas,2025,SGP,EJ/yr,0.3915
Primary Energy|Gas,2025,SGS,EJ/yr,0.0
Primary Energy|Gas,2025,SHN,EJ/yr,0.0
Primary Energy|Gas,2025,SJM,EJ/yr,0.0
Primary Energy|Gas,2025,SLB,EJ/yr,0.0008
Primary Energy|Gas,2025,SLE,EJ/yr,0.0131
Primary Energy|Gas,2025,SLV,EJ/yr,0.0248
Primary Energy|Gas,2025,SMR,EJ/yr,0.0
Primary Energy|Gas,2025,SOM,EJ/yr,0.0236
Primary Energy|Gas,2025,SPM,EJ/yr,0.0
Primary Energy|Gas,2025,SRB,EJ/yr,0.09940000000000003
Primary Energy|Gas,2025,SSD,EJ/yr,0.0
Primary Energy|Gas,2025,STP,EJ/yr,0.0004
Primary Energy|Gas,2025,SUR,EJ/yr,0.0059
Primary Energy|Gas,2025,SVK,EJ/yr,0.13570000000000004
Primary Energy|Gas,2025,SVN,EJ/yr,0.025599999999999998
Primary Energy|Gas,2025,SWE,EJ/yr,0.0198
Primary Energy|Gas,2025,SWZ,EJ/yr,0.0056
Primary Energy|Gas,2025,SXM,EJ/yr,0.0
Primary Energy|Gas,2025,SYC,EJ/yr,0.0004
Primary Energy|Gas,2025,SYR,EJ/yr,0.2554
Primary Energy|Gas,2025,TCA,EJ/yr,0.0001
Primary Energy|Gas,2025,TCD,EJ/yr,0.0254
Primary Energy|Gas,2025,TGO,EJ/yr,0.0183
Primary Energy|Gas,2025,THA,EJ/yr,1.9039
Primary Energy|Gas,2025,TJK,EJ/yr,0.04999999999999999
Primary Energy|Gas,2025,TKL,EJ/yr,0.0
Primary Energy|Gas,2025,TKM,EJ/yr,1.2664
Primary Energy|Gas,2025,TLS,EJ/yr,0.0017
Primary Energy|Gas,2025,TON,EJ/yr,0.0002
Primary Energy|Gas,2025,TTO,EJ/yr,0.4525000000000001
Primary Energy|Gas,2025,TUN,EJ/yr,0.0558
Primary Energy|Gas,2025,TUR,EJ/yr,1.5407000000000002
Primary Energy|Gas,2025,TUV,EJ/yr,0.0
Primary Energy|Gas,2025,TWN,EJ/yr,0.9975
Primary Energy|Gas,2025,TZA,EJ/yr,0.11249999999999999
Primary Energy|Gas,2025,UGA,EJ/yr,0.09110000000000003
Primary Energy|Gas,2025,UKR,EJ/yr,0.7086
Primary Energy|Gas,2025,UMI,EJ/yr,0.0
Primary Energy|Gas,2025,URY,EJ/yr,0.030100000000000002
Primary Energy|Gas,2025,USA,EJ/yr,32.40820000000001
Primary Energy|Gas,2025,UZB,EJ/yr,1.5518
Primary Energy|Gas,2025,VAT,EJ/yr,0.0
Primary Energy|Gas,2025,VCT,EJ/yr,0.0004999999999999999
Primary Energy|Gas,2025,VEN,EJ/yr,1.1138
Primary Energy|Gas,2025,VGB,EJ/yr,0.0004
Primary Energy|Gas,2025,VIR,EJ/yr,0.0
Primary Energy|Gas,2025,VNM,EJ/yr,0.21830000000000005
Primary Energy|Gas,2025,VUT,EJ/yr,0.0004
Primary Energy|Gas,2025,WLF,EJ/yr,0.0
Primary Energy|Gas,2025,WSM,EJ/yr,0.0003
Primary Energy|Gas,2025,World,EJ/yr,144.47329999999997
Primary Energy|Gas,2025,YEM,EJ/yr,0.04259999999999999
Primary Energy|Gas,2025,ZAF,EJ/yr,0.20529999999999998
Primary Energy|Gas,2025,ZMB,EJ/yr,0.0623
Primary Energy|Gas,2025,ZWE,EJ/yr,0.0348
Primary Energy|Oil,2025,ABW,EJ/yr,0.0032000000000000006
Primary Energy|Oil,2025,AFG,EJ/yr,0.13589999999999997
Primary Energy|Oil,2025,AGO,EJ/yr,0.16599999999999998
Primary Energy|Oil,2025,AIA,EJ/yr,0.0
Primary Energy|Oil,2025,ALA,EJ/yr,0.0
Primary Energy|Oil,2025,ALB,EJ/yr,0.049999999999999996
Primary Energy|Oil,2025,AND,EJ/yr,0.0
Primary Energy|Oil,2025,ARE,EJ/yr,2.322200000000001
Primary Energy|Oil,2025,ARG,EJ/yr,1.2626000000000002
Primary Energy|Oil,2025,ARM,EJ/yr,0.048900000000000006
Primary Energy|Oil,2025,ASM,EJ/yr,0.0
Primary Energy|Oil,2025,ATA,EJ/yr,0.0
Primary Energy|Oil,2025,ATF,EJ/yr,0.0
Primary Energy|Oil,2025,ATG,EJ/yr,0.0022
Primary Energy|Oil,2025,AUS,EJ/yr,2.4043999999999994
Primary Energy|Oil,2025,AUT,EJ/yr,0.4861
Primary Energy|Oil,2025,AZE,EJ/yr,0.27179999999999993
Primary Energy|Oil,2025,BDI,EJ/yr,0.037099999999999994
Primary Energy|Oil,2025,BEL,EJ/yr,1.0146000000000004
Primary Energy|Oil,2025,BEN,EJ/yr,0.047000000000000014
Primary Energy|Oil,2025,BES,EJ/yr,0.0
Primary Energy|Oil,2025,BFA,EJ/yr,0.0682
Primary Energy|Oil,2025,BGD,EJ/yr,0.31910000000000016
Primary Energy|Oil,2025,BGR,EJ/yr,0.20770000000000005
Primary Energy|Oil,2025,BHR,EJ/yr,0.3637
Primary Energy|Oil,2025,BHS,EJ/yr,0.011200000000000002
Primary Energy|Oil,2025,BIH,EJ/yr,0.16830000000000003
Primary Energy|Oil,2025,BLM,EJ/yr,0.0
Primary Energy|Oil,2025,BLR,EJ/yr,0.31129999999999997
Primary Energy|Oil,2025,BLZ,EJ/yr,0.005299999999999999
Primary Energy|Oil,2025,BMU,EJ/yr,0.0
Primary Energy|Oil,2025,BOL,EJ/yr,0.23760000000000003
Primary Energy|Oil,2025,BRA,EJ/yr,5.3116
Primary Energy|Oil,2025,BRB,EJ/yr,0.005800000000000001
Primary Energy|Oil,2025,BRN,EJ/yr,0.0474
Primary Energy|Oil,2025,BTN,EJ/yr,0.0048000000000000004
Primary Energy|Oil,2025,BVT,EJ/yr,0.0
Primary Energy|Oil,2025,BWA,EJ/yr,0.029900000000000003
Primary Energy|Oil,2025,CAF,EJ/yr,0.018300000000000004
Primary Energy|Oil,2025,CAN,EJ/yr,4.4424
Primary Energy|Oil,2025,CCK,EJ/yr,0.0
Primary Energy|Oil,2025,CHE,EJ/yr,0.39799999999999996
Primary Energy|Oil,2025,CHL,EJ/yr,0.8541000000000001
Primary Energy|Oil,2025,CHN,EJ/yr,39.149
Primary Energy|Oil,2025,CIV,EJ/yr,0.1267
Primary Energy|Oil,2025,CMR,EJ/yr,0.09250000000000003
Primary Energy|Oil,2025,COD,EJ/yr,0.3284000000000001
Primary Energy|Oil,2025,COG,EJ/yr,0.028800000000000003
Primary Energy|Oil,2025,COK,EJ/yr,0.0001
Primary Energy|Oil,2025,COL,EJ/yr,1.0074999999999998
Primary Energy|Oil,2025,COM,EJ/yr,0.0028000000000000004
Primary Energy|Oil,2025,CPV,EJ/yr,0.0029
Primary Energy|Oil,2025,CRI,EJ/yr,0.15819999999999998
Primary Energy|Oil,2025,CUB,EJ/yr,0.3338
Primary Energy|Oil,2025,CUW,EJ/yr,0.0
Primary Energy|Oil,2025,CXR,EJ/yr,0.0
Primary Energy|Oil,2025,CYM,EJ/yr,0.0030999999999999995
Primary Energy|Oil,2025,CYP,EJ/yr,0.10290000000000002
Primary Energy|Oil,2025,CZE,EJ/yr,0.4208000000000001
Primary Energy|Oil,2025,DEU,EJ/yr,3.5416999999999987
Primary Energy|Oil,2025,DJI,EJ/yr,0.0047
Primary Energy|Oil,2025,DMA,EJ/yr,0.0012
Primary Energy|Oil,2025,DNK,EJ/yr,0.3209000000000001
Primary Energy|Oil,2025,DOM,EJ/yr,0.24559999999999996
Primary Energy|Oil,2025,DZA,EJ/yr,0.9391000000000002
Primary Energy|Oil,2025,ECU,EJ/yr,0.6521999999999999
Primary Energy|Oil,2025,EGY,EJ/yr,1.4201000000000001
Primary Energy|Oil,2025,ERI,EJ/yr,0.010199999999999997
Primary Energy|Oil,2025,ESH,EJ/yr,0.0
Primary Energy|Oil,2025,ESP,EJ/yr,2.482899999999999
Primary Energy|Oil,2025,EST,EJ/yr,0.051399999999999994
Primary Energy|Oil,2025,ETH,EJ/yr,0.4515
Primary Energy|Oil,2025,FIN,EJ/yr,0.2734999999999999
Primary Energy|Oil,2025,FJI,EJ/yr,0.006400000000000001
Primary Energy|Oil,2025,FLK,EJ/yr,0.0
Primary Energy|Oil,2025,FRA,EJ/yr,2.694000000000001
Primary Energy|Oil,2025,FRO,EJ/yr,0.0
Primary Energy|Oil,2025,FSM,EJ/yr,0.0
Primary Energy|Oil,2025,GAB,EJ/yr,0.055200000000000006
Primary Energy|Oil,2025,GBR,EJ/yr,2.7652000000000005
Primary Energy|Oil,2025,GEO,EJ/yr,0.11220000000000001
Primary Energy|Oil,2025,GGY,EJ/yr,0.0
Primary Energy|Oil,2025,GHA,EJ/yr,0.10789999999999998
Primary Energy|Oil,2025,GIB,EJ/yr,0.09369999999999999
Primary Energy|Oil,2025,GIN,EJ/yr,0.045899999999999996
Primary Energy|Oil,2025,GLP,EJ/yr,0.0125
Primary Energy|Oil,2025,GMB,EJ/yr,0.008499999999999997
Primary Energy|Oil,2025,GNB,EJ/yr,0.0068
Primary Energy|Oil,2025,GNQ,EJ/yr,0.017900000000000003
Primary Energy|Oil,2025,GRC,EJ/yr,0.6187000000000001
Primary Energy|Oil,2025,GRD,EJ/yr,0.002
Primary Energy|Oil,2025,GRL,EJ/yr,0.0
Primary Energy|Oil,2025,GTM,EJ/yr,0.37439999999999996
Primary Energy|Oil,2025,GUF,EJ/yr,0.005500000000000001
Primary Energy|Oil,2025,GUM,EJ/yr,0.0
Primary Energy|Oil,2025,GUY,EJ/yr,0.0256
Primary Energy|Oil,2025,HKG,EJ/yr,0.797
Primary Energy|Oil,2025,HMD,EJ/yr,0.0
Primary Energy|Oil,2025,HND,EJ/yr,0.1668
Primary Energy|Oil,2025,HRV,EJ/yr,0.15199999999999997
Primary Energy|Oil,2025,HTI,EJ/yr,0.15660000000000004
Primary Energy|Oil,2025,HUN,EJ/yr,0.31679999999999997
Primary Energy|Oil,2025,IDN,EJ/yr,3.1104
Primary Energy|Oil,2025,IMN,EJ/yr,0.0
Primary Energy|Oil,2025,IND,EJ/yr,11.526700000000002
Primary Energy|Oil,2025,IOT,EJ/yr,0.0
Primary Energy|Oil,2025,IRL,EJ/yr,0.29760000000000003
Primary Energy|Oil,2025,IRN,EJ/yr,3.354399999999999
Primary Energy|Oil,2025,IRQ,EJ/yr,2.0100999999999996
Primary Energy|Oil,2025,ISL,EJ/yr,0.03040000000000001
Primary Energy|Oil,2025,ISR,EJ/yr,0.4316
Primary Energy|Oil,2025,ITA,EJ/yr,2.4077000000000006
Primary Energy|Oil,2025,JAM,EJ/yr,0.08669999999999997
Primary Energy|Oil,2025,JEY,EJ/yr,0.0
Primary Energy|Oil,2025,JOR,EJ/yr,0.20560000000000003
Primary Energy|Oil,2025,JPN,EJ/yr,6.0926
Primary Energy|Oil,2025,KAZ,EJ/yr,0.7703999999999999
Primary Energy|Oil,2025,KEN,EJ/yr,0.26759999999999995
Primary Energy|Oil,2025,KGZ,EJ/yr,0.05839999999999999
Primary Energy|Oil,2025,KHM,EJ/yr,0.09399999999999999
Primary Energy|Oil,2025,KIR,EJ/yr,0.0005
Primary Energy|Oil,2025,KNA,EJ/yr,0.0013000000000000002
Primary Energy|Oil,2025,KOR,EJ/yr,5.157300000000001
Primary Energy|Oil,2025,KWT,EJ/yr,0.746
Primary Energy|Oil,2025,LAO,EJ/yr,0.06779999999999999
Primary Energy|Oil,2025,LBN,EJ/yr,0.1961
Primary Energy|Oil,2025,LBR,EJ/yr,0.016800000000000002
Primary Energy|Oil,2025,LBY,EJ/yr,0.20819999999999997
Primary Energy|Oil,2025,LCA,EJ/yr,0.0037000000000000006
Primary Energy|Oil,2025,LIE,EJ/yr,0.0
Primary Energy|Oil,2025,LKA,EJ/yr,0.2574
Primary Energy|Oil,2025,LSO,EJ/yr,0.009
Primary Energy|Oil,2025,LTU,EJ/yr,0.14040000000000002
Primary Energy|Oil,2025,LUX,EJ/yr,0.09119999999999999
Primary Energy|Oil,2025,LVA,EJ/yr,0.0705
Primary Energy|Oil,2025,MAC,EJ/yr,0.0222
Primary Energy|Oil,2025,MAF,EJ/yr,0.0
Primary Energy|Oil,2025,MAR,EJ/yr,0.5609
Primary Energy|Oil,2025,MCO,EJ/yr,0.0
Primary Energy|Oil,2025,MDA,EJ/yr,0.0534
Primary Energy|Oil,2025,MDG,EJ/yr,0.0797
Primary Energy|Oil,2025,MDV,EJ/yr,0.0032000000000000006
Primary Energy|Oil,2025,MEX,EJ/yr,3.9636
Primary Energy|Oil,2025,MHL,EJ/yr,0.0
Primary Energy|Oil,2025,MKD,EJ/yr,0.0516
Primary Energy|Oil,2025,MLI,EJ/yr,0.0687
Primary Energy|Oil,2025,MLT,EJ/yr,0.052199999999999996
Primary Energy|Oil,2025,MMR,EJ/yr,0.27990000000000004
Primary Energy|Oil,2025,MNE,EJ/yr,0.023899999999999994
Primary Energy|Oil,2025,MNG,EJ/yr,0.08430000000000001
Primary Energy|Oil,2025,MNP,EJ/yr,0.0
Primary Energy|Oil,2025,MOZ,EJ/yr,0.11430000000000001
Primary Energy|Oil,2025,MRT,EJ/yr,0.017799999999999993
Primary Energy|Oil,2025,MSR,EJ/yr,0.0
Primary Energy|Oil,2025,MTQ,EJ/yr,0.011600000000000003
Primary Energy|Oil,2025,MUS,EJ/yr,0.0206
Primary Energy|Oil,2025,MWI,EJ/yr,0.060899999999999996
Primary Energy|Oil,2025,MYS,EJ/yr,2.1603999999999997
Primary Energy|Oil,2025,MYT,EJ/yr,0.0
Primary Energy|Oil,2025,NAM,EJ/yr,0.015700000000000002
Primary Energy|Oil,2025,NCL,EJ/yr,0.0
Primary Energy|Oil,2025,NER,EJ/yr,0.030000000000000002
Primary Energy|Oil,2025,NFK,EJ/yr,0.0
Primary Energy|Oil,2025,NGA,EJ/yr,0.6493000000000001
Primary Energy|Oil,2025,NIC,EJ/yr,0.1102
Primary Energy|Oil,2025,NIU,EJ/yr,0.0
Primary Energy|Oil,2025,NLD,EJ/yr,1.7863000000000002
Primary Energy|Oil,2025,NOR,EJ/yr,0.38130000000000003
Primary Energy|Oil,2025,NPL,EJ/yr,0.1926
Primary Energy|Oil,2025,NRU,EJ/yr,0.0
Primary Energy|Oil,2025,NZL,EJ/yr,0.3596
Primary Energy|Oil,2025,OMN,EJ/yr,0.49000000000000005
Primary Energy|Oil,2025,PAK,EJ/yr,0.3647
Primary Energy|Oil,2025,PAN,EJ/yr,0.23249999999999998
Primary Energy|Oil,2025,PCN,EJ/yr,0.0
Primary Energy|Oil,2025,PER,EJ/yr,0.547
Primary Energy|Oil,2025,PHL,EJ/yr,1.0151000000000001
Primary Energy|Oil,2025,PLW,EJ/yr,0.0004
Primary Energy|Oil,2025,PNG,EJ/yr,0.038400000000000004
Primary Energy|Oil,2025,POL,EJ/yr,1.4118000000000002
Primary Energy|Oil,2025,PRI,EJ/yr,0.13140000000000002
Primary Energy|Oil,2025,PRK,EJ/yr,0.19790000000000002
Primary Energy|Oil,2025,PRT,EJ/yr,0.40629999999999994
Primary Energy|Oil,2025,PRY,EJ/yr,0.27540000000000003
Primary Energy|Oil,2025,PSE,EJ/yr,0.0
Primary Energy|Oil,2025,PYF,EJ/yr,0.0
Primary Energy|Oil,2025,QAT,EJ/yr,0.6711
Primary Energy|Oil,2025,REU,EJ/yr,0.0
Primary Energy|Oil,2025,ROU,EJ/yr,0.45630000000000004
Primary Energy|Oil,2025,RUS,EJ/yr,7.3595
Primary Energy|Oil,2025,RWA,EJ/yr,0.04460000000000001
Primary Energy|Oil,2025,SAU,EJ/yr,8.0663
Primary Energy|Oil,2025,SDN,EJ/yr,0.1958
Primary Energy|Oil,2025,SEN,EJ/yr,0.047000000000000014
Primary Energy|Oil,2025,SGP,EJ/yr,3.6428999999999996
Primary Energy|Oil,2025,SGS,EJ/yr,0.0
Primary Energy|Oil,2025,SHN,EJ/yr,0.0
Primary Energy|Oil,2025,SJM,EJ/yr,0.0
Primary Energy|Oil,2025,SLB,EJ/yr,0.0025999999999999994
Primary Energy|Oil,2025,SLE,EJ/yr,0.027100000000000003
Primary Energy|Oil,2025,SLV,EJ/yr,0.12499999999999999
Primary Energy|Oil,2025,SMR,EJ/yr,0.0
Primary Energy|Oil,2025,SOM,EJ/yr,0.04870000000000001
Primary Energy|Oil,2025,SPM,EJ/yr,0.0
Primary Energy|Oil,2025,SRB,EJ/yr,0.2889
Primary Energy|Oil,2025,SSD,EJ/yr,0.0
Primary Energy|Oil,2025,STP,EJ/yr,0.0009
Primary Energy|Oil,2025,SUR,EJ/yr,0.029100000000000008
Primary Energy|Oil,2025,SVK,EJ/yr,0.18339999999999998
Primary Energy|Oil,2025,SVN,EJ/yr,0.06740000000000002
Primary Energy|Oil,2025,SWE,EJ/yr,0.443
Primary Energy|Oil,2025,SWZ,EJ/yr,0.0118
Primary Energy|Oil,2025,SXM,EJ/yr,0.0
Primary Energy|Oil,2025,SYC,EJ/yr,0.0009
Primary Energy|Oil,2025,SYR,EJ/yr,0.2936
Primary Energy|Oil,2025,TCA,EJ/yr,0.001
Primary Energy|Oil,2025,TCD,EJ/yr,0.052800000000000014
Primary Energy|Oil,2025,TGO,EJ/yr,0.037899999999999996
Primary Energy|Oil,2025,THA,EJ/yr,2.2993999999999994
Primary Energy|Oil,2025,TJK,EJ/yr,0.0403
Primary Energy|Oil,2025,TKL,EJ/yr,0.0
Primary Energy|Oil,2025,TKM,EJ/yr,0.2787
Primary Energy|Oil,2025,TLS,EJ/yr,0.0055000000000000005
Primary Energy|Oil,2025,TON,EJ/yr,0.0006
Primary Energy|Oil,2025,TTO,EJ/yr,0.07109999999999998
Primary Energy|Oil,2025,TUN,EJ/yr,0.11560000000000001
Primary Energy|Oil,2025,TUR,EJ/yr,2.536000000000001
Primary Energy|Oil,2025,TUV,EJ/yr,0.0
Primary Energy|Oil,2025,TWN,EJ/yr,1.4431999999999998
Primary Energy|Oil,2025,TZA,EJ/yr,0.23379999999999995
Primary Energy|Oil,2025,UGA,EJ/yr,0.18909999999999996
Primary Energy|Oil,2025,UKR,EJ/yr,0.40520000000000006
Primary Energy|Oil,2025,UMI,EJ/yr,0.0
Primary Energy|Oil,2025,URY,EJ/yr,0.15109999999999996
Primary Energy|Oil,2025,USA,EJ/yr,36.075
Primary Energy|Oil,2025,UZB,EJ/yr,0.22289999999999993
Primary Energy|Oil,2025,VAT,EJ/yr,0.0
Primary Energy|Oil,2025,VCT,EJ/yr,0.002
Primary Energy|Oil,2025,VEN,EJ/yr,1.2373
Primary Energy|Oil,2025,VGB,EJ/yr,0.0012000000000000001
Primary Energy|Oil,2025,VIR,EJ/yr,0.0
Primary Energy|Oil,2025,VNM,EJ/yr,1.4552000000000003
Primary Energy|Oil,2025,VUT,EJ/yr,0.0011
Primary Energy|Oil,2025,WLF,EJ/yr,0.0
Primary Energy|Oil,2025,WSM,EJ/yr,0.0013000000000000002
Primary Energy|Oil,2025,World,EJ/yr,206.05799999999996
Primary Energy|Oil,2025,YEM,EJ/yr,0.13580000000000003
Primary Energy|Oil,2025,ZAF,EJ/yr,1.1321000000000003
Primary Energy|Oil,2025,ZMB,EJ/yr,0.12920000000000004
Primary Energy|Oil,2025,ZWE,EJ/yr,0.0721
